SYMBOL, CLOSE_PRICE,BEST_STK,PRC_VOL,CHNG_DELIV,CHANGE,SPREAD, DELIV_QTY,MEAN_DELIV,DELIV_QTY2,DELIV_QTY3,DELIV_QTY4,DELIV_QTY5,DELIV_QTY6,DELIV_QTY7, TURNOVER_LACS,AVG_TRADE_SIZE
DTIL,520.95,False,False,177.49077490774908,0.7055867001739979,3.8349514563106797,13536,4878,13536,3147.0,4176.0,3807.0,2510.0,2095.0,148.64,0.0992256341789052
DVL,303.5,False,False,53.59640965511665,-2.128345694937124,4.390243902439028,37989,24733,37989,45788.0,13453.0,17373.0,11961.0,21834.0,204.06,0.05904513888888889
DWARKESH,77.3,False,False,16.7618501511375,0.12953367875646932,3.8663171690694664,1514978,1297494,1514978,586375.0,3268884.0,1177905.0,533767.0,703060.0,2585.9,0.14952584711460623
DYNAMATECH,1582.05,False,False,-57.18319216077064,-0.7403457037989746,4.011313962458222,2578,6021,2578,15251.0,4198.0,3269.0,5023.0,5809.0,91.99,0.09562370062370062
DYNPRO,510.95,False,False,-54.372750642673516,-0.01956755699051418,3.1683168316831685,17749,38900,17749,66706.0,25161.0,27967.0,20363.0,75454.0,160.69,0.08006477329347285
EASEMYTRIP,423.1,False,False,0.0,0.023640661938539656,2.9523809523809468,396744,396744,396744,396744.0,396744.0,396744.0,396744.0,396744.0,5038.06,0.3011572718034551
EASTSILK,3.7,False,False,0.0,-3.896103896103894,5.405405405405398,106642,106642,106642,106642.0,106642.0,106642.0,106642.0,106642.0,5.37,0.03177514792899409
EBANK,3710.0,False,False,0.0,-0.2690852981578065,0.0,1,1,1,2.0,2.0,2.0,2.0,2.0,0.04,0.04
EBBETF0423,1140.51,False,False,238.50931677018633,-0.06834371632100279,0.2193944712593243,17985,5313,17985,4978.0,2295.0,3054.0,1787.0,1779.0,227.8,0.1008857395925598
EBBETF0425,1049.12,False,False,233.9941690962099,-0.07809970093530713,4.576119402985075,22912,6860,22912,3964.0,2171.0,9325.0,1323.0,1465.0,305.15,1.6494594594594594
EBBETF0430,1159.5,False,False,-11.735044694017878,0.028468645668877492,0.2558252091543971,15404,17452,15404,7313.0,24025.0,33876.0,14573.0,9524.0,182.86,1.3748872180451128
EBBETF0431,1042.93,False,False,-42.741636377123356,0.05948326313669813,0.3219605958673627,7719,13481,7719,16690.0,6407.0,9746.0,6880.0,33449.0,86.36,0.7922935779816513
EBIXFOREX,620.7,False,False,-57.19808960654992,1.704079960675093,3.3816034301432074,1882,4397,1882,5789.0,14098.0,2123.0,1610.0,885.0,18.79,0.08314159292035397
EDELWEISS,90.65,False,False,-64.1693595720512,-1.5743756786101941,3.0521642619311877,1284431,3584728,1284431,5404581.0,5614950.0,6279831.0,1222760.0,1701818.0,1748.07,0.11340058384690237
EICHERMOT,2549.65,False,False,-60.2337540008266,-0.4081871801882668,1.4162077104642015,206866,520205,206866,369250.0,492007.0,479735.0,998672.0,574705.0,9695.94,0.40949151110735704
EIDPARRY,412.3,False,False,-49.53397153342783,-0.20573641534550793,1.4094775212636723,51979,102998,51979,112081.0,207526.0,89572.0,83713.0,73119.0,603.91,0.10596771363397087
EIHAHOTELS,331.6,False,False,-64.93958854903669,-0.18061408789884587,2.3181332926643177,3221,9187,3221,8011.0,35292.0,1978.0,4086.0,2537.0,23.9,0.02637969094922737
EIHOTEL,112.85,False,False,-52.76716759137926,0.4897595725734614,5.653382761816491,220233,466271,220233,176555.0,1617940.0,161897.0,416464.0,204539.0,588.57,0.08654168504631672
EIMCOELECO,482.65,False,False,218.43853820598005,-1.8704889702145053,4.184100418410042,5751,1806,5751,922.0,541.0,1036.0,1803.0,784.0,47.2,0.05572609208972846
ELECON,140.35,False,True,4.666091873123123,-3.5063595737366753,5.1798561151079054,356903,340992,356903,487856.0,171461.0,672071.0,145873.0,211790.0,1314.88,0.11861795218764097
ELECTCAST,36.75,False,False,-65.41822210658943,1.1004126547455255,3.888888888888885,236594,684158,236594,493382.0,951332.0,1913677.0,333919.0,176048.0,165.16,0.07971042471042471
ELECTHERM,153.5,False,False,-33.66625419833834,0.4581151832460658,4.018598472268338,7505,11314,7505,9683.0,15810.0,15260.0,8760.0,10869.0,21.21,0.04842465753424658
ELGIEQUIP,205.6,False,False,-42.24505774124095,-0.7722007722007695,2.7192552670259733,59014,102180,59014,105151.0,39431.0,337814.0,35435.0,36236.0,213.79,0.049649326521133304
ELGIRUBCO,40.35,False,False,82.19394508732226,-6.488991888760133,9.250000000000007,128004,70257,128004,76144.0,92712.0,71783.0,20447.0,32453.0,76.88,0.03755740107474353
EMAMILTD,549.95,False,False,-26.300341726241637,0.3375296478744796,2.0707900018244887,281232,381592,281232,304719.0,1131528.0,228938.0,152970.0,190165.0,2154.9,0.0977190277525848
EMAMIPAP,160.15,False,False,243.89964704760087,-2.466504263093778,4.140526976160599,72102,20966,72102,16718.0,10482.0,12717.0,5510.0,8267.0,232.99,0.05540784780023782
EMAMIREAL,81.6,False,False,-18.158183697196744,-1.9230769230769333,4.3478260869565215,50683,61928,50683,26579.0,81869.0,128153.0,56552.0,27736.0,95.75,0.04747149231531978
EMKAY,121.4,False,False,123.33637916650113,-3.9556962025316453,5.745212323064118,112432,50342,112432,143520.0,24090.0,11252.0,5156.0,5604.0,255.6,0.05768449559918754
EMMBI,120.95,False,False,269.4832605531296,2.5434506146672318,10.03521126760564,152301,41220,152301,7742.0,32738.0,10273.0,18881.0,25388.0,478.37,0.059160277022013354
ENDURANCE,1657.5,False,False,82.11703608159941,1.407158152340165,2.1533452110339715,107307,58922,107307,13118.0,89767.0,53163.0,42827.0,47352.0,2197.12,0.25318276100483983
ENERGYDEV,11.95,False,False,0.0,1.271186440677954,3.3898305084745637,28857,28857,28857,28857.0,28857.0,28857.0,28857.0,28857.0,4.44,0.022424242424242426
ENGINERSIN,74.85,False,False,-30.221107211669995,-1.448321263989478,2.2757697456492676,1803178,2584131,1803178,1706385.0,3709078.0,3922187.0,1609078.0,2754883.0,2146.02,0.154267845589821
ENIL,196.25,False,False,145.26775679483325,-0.30480060960121635,5.575447570332484,154943,63173,154943,12424.0,106753.0,26893.0,44568.0,33461.0,633.82,0.09164545980335455
EPL,244.9,False,False,-4.268818214769967,-2.313522138013555,3.927986906710309,356546,372445,356546,94321.0,582989.0,323580.0,678227.0,199012.0,1096.81,0.05704530087897228
EQ30,388.19,False,False,48.57142857142857,0.3100855319258866,0.6476683937823834,52,35,52,29.0,27.0,9.0,38.0,55.0,0.45,0.005
EQUITAS,124.3,False,False,24.149085737380975,-2.6243634939287177,4.623567921440254,2438951,1964534,2438951,472301.0,3058052.0,4414775.0,492214.0,910915.0,4430.74,0.17296092438614982
EQUITASBNK,64.15,False,False,-39.99486303061436,-1.4592933947772484,5.027494108405335,607414,1012270,607414,741834.0,3200136.0,327178.0,630639.0,566421.0,786.22,0.08992565480956194
ERIS,762.75,False,False,-73.15213688913823,0.24313313181758742,1.5268689272258515,26799,99818,26799,105047.0,71022.0,89653.0,283175.0,23217.0,406.87,0.0838215904408735
EROSMEDIA,23.8,False,False,32.8724279199793,3.70370370370371,3.6796536796536703,344117,258983,344117,148919.0,348414.0,196869.0,233446.0,282136.0,138.81,0.07074923547400612
ESABINDIA,1897.2,False,False,-98.60559515904734,0.9766612555552673,1.8634868860786518,1113,79819,1113,2807.0,4172.0,28191.0,23285.0,419350.0,42.44,0.07702359346642468
ESCORTS,1160.65,False,False,-20.00143242533483,-0.5398688889840999,1.2121212121212122,134036,167548,134036,194058.0,184257.0,159043.0,152880.0,181019.0,5235.83,0.2912515992657284
ESSARSHPNG,10.8,False,False,-3.3202213480898726,-2.262443438914027,6.6350710900473855,43503,44997,43503,43718.0,71511.0,68708.0,18349.0,24197.0,8.93,0.020067415730337077
ESTER,146.35,False,False,-36.29506278410369,0.8267309679641671,2.0048392671966857,70773,111095,70773,87831.0,160046.0,78470.0,96000.0,173454.0,242.37,0.09804611650485437
EUROTEXIND,10.15,False,False,0.0,4.63917525773197,0.0,1705,1705,1705,1705.0,1705.0,1705.0,1705.0,1705.0,0.17,0.05666666666666667
EVEREADY,319.2,False,False,-25.157269317110973,0.7734806629834218,4.444444444444445,205703,274847,205703,124001.0,172969.0,386578.0,139023.0,620810.0,2166.0,0.13188820556536565
EVERESTIND,444.4,False,False,18.273082792827164,0.5088770779147348,2.9701834862385295,49599,41936,49599,50052.0,19392.0,31971.0,37919.0,62685.0,423.54,0.0802159090909091
EXCELINDUS,1156.8,False,False,16.017945919728387,-1.0817050750352808,4.1312538333479445,9568,8247,9568,5348.0,8141.0,7331.0,13090.0,6007.0,239.96,0.08331944444444445
EXIDEIND,178.7,False,False,-63.748873014282914,-0.27901785714285715,1.1497476163768834,513859,1417498,513859,1710763.0,844736.0,3428172.0,1034099.0,973362.0,2406.21,0.12794905881101776
FACT,134.85,False,False,-83.38932067434061,-1.461454146876142,3.364485981308411,58645,353056,58645,264048.0,612976.0,1039868.0,47462.0,95342.0,482.34,0.05789701116312567
FAIRCHEMOR,1643.1,False,False,103.50091743119265,2.275061467118979,5.25658634036709,27727,13625,27727,5755.0,7722.0,5950.0,12037.0,22564.0,666.49,0.26777420650863804
FCL,102.3,True,True,185.5061087381706,-6.232813932172316,16.445352400408574,1302102,456068,1302102,177400.0,660791.0,134160.0,220417.0,241540.0,3682.54,0.12010893672537508
FCONSUMER,8.85,False,False,-7.6861086111686765,-2.209944751381227,4.545454545454529,2521253,2731174,2521253,2026312.0,1881514.0,2617077.0,4644685.0,2696208.0,558.3,0.10285556374355194
FDC,379.35,False,False,-17.57021002230232,-0.6026464037730787,2.8306878306878276,77986,94609,77986,34881.0,171190.0,110412.0,57867.0,115320.0,890.39,0.12574353904815705
FEDERALBNK,85.4,False,False,39.75668507618718,1.3649851632047545,3.9426523297491003,10394089,7437275,10394089,5166545.0,10983953.0,6570891.0,5716650.0,5791525.0,44391.36,0.4680707303957233
FEL,10.9,False,False,-53.190806062053774,-1.8018018018017956,6.018518518518505,352726,753540,352726,564689.0,853049.0,1081344.0,1000652.0,668780.0,65.13,0.05136435331230284
FELDVR,14.15,False,False,17.267449709734034,2.9090909090909114,4.0145985401459905,34744,29628,34744,17582.0,16931.0,18276.0,52430.0,37810.0,7.64,0.02146067415730337
FIEMIND,764.35,False,False,-62.21276918986669,-0.9074998379464575,2.2070415133998886,9949,26329,9949,35243.0,16869.0,25786.0,54627.0,15501.0,132.86,0.056680887372013655
FILATEX,98.8,False,False,-34.95246122019684,0.10131712259371257,3.5457348406988727,466934,717835,466934,663090.0,649260.0,704113.0,434486.0,1389131.0,900.5,0.1641151813377073
FINCABLES,526.45,False,False,-56.25143395360632,2.223300970873795,5.722599418040737,72459,165626,72459,89073.0,222167.0,412702.0,85132.0,112225.0,2562.94,0.17565211431704475
FINEORG,2970.05,False,False,-28.31192521091434,1.5436425176929158,3.4423407917383817,9432,13157,9432,7145.0,17365.0,29392.0,6409.0,9202.0,624.26,0.13674917853231106
FINPIPE,176.2,False,False,219.63664134410544,-0.7603491974091933,2.5516055045871493,795224,248790,795224,51763.0,229335.0,234214.0,123142.0,59066.0,1872.88,0.10076832024104165
FLEXITUFF,24.0,False,False,0.0,0.6289308176100569,8.496732026143789,12207,12207,12207,12207.0,12207.0,12207.0,12207.0,12207.0,3.65,0.03146551724137931
FLFL,72.1,False,False,-65.32092864458859,0.0,4.907539118065438,81260,234320,81260,390101.0,151371.0,214596.0,442462.0,126131.0,126.38,0.08024126984126984
FLUOROCHEM,1579.5,False,False,-24.769228760559333,-2.1193530395984412,4.410634208840481,57620,76591,57620,18466.0,95394.0,115013.0,135982.0,37074.0,1447.35,0.2506667821267752
FMGOETZE,306.2,False,False,52.52040523358353,-0.5682740704659848,2.27722772277227,37186,24381,37186,4060.0,23482.0,23986.0,24508.0,33064.0,201.34,0.08350891746163418
FMNL,16.4,False,False,223.52841963231575,-3.5294117647058907,7.076923076923068,191820,59290,191820,31791.0,22754.0,26318.0,62719.0,20339.0,49.49,0.06511842105263158
FORCEMOT,1466.65,False,False,125.06496574533428,-2.829032364925287,4.288659793814439,28581,12699,28581,6004.0,13902.0,7211.0,8321.0,12176.0,1974.41,0.249262719353617
FORTIS,241.9,False,False,-37.48073811128328,1.1076280041797308,2.7608008429926287,728265,1164865,728265,1017391.0,2255130.0,791987.0,1285638.0,910784.0,4567.54,0.24283800308363018
FOSECOIND,1662.85,False,False,156.65236051502146,0.2864724684880285,3.4334763948497855,4186,1631,4186,931.0,787.0,1587.0,1502.0,794.0,141.75,0.1061002994011976
FRETAIL,63.05,False,False,-42.527528904026994,-0.5520504731861222,4.8,1086655,1890740,1086655,1730065.0,1591708.0,1342762.0,3652313.0,1940942.0,1385.55,0.11926917448566755
FSC,87.1,False,False,-38.94863895944802,-0.28620492272467085,3.4682080924855487,33889,55509,33889,63421.0,40300.0,35488.0,113957.0,46000.0,58.76,0.052092198581560285
FSL,220.85,False,False,-53.109329554036336,-2.105496453900709,4.379562043795631,1228152,2619182,1228152,1014851.0,5415234.0,1472678.0,4929873.0,1654305.0,10094.38,0.2712303517209877
GABRIEL,125.0,False,False,-47.07570939443788,1.0101010101010102,3.4649476228847793,177914,336167,177914,185865.0,831482.0,202207.0,329882.0,289657.0,668.54,0.08946072527766626
GAEL,185.2,False,False,-55.617808622449935,0.18934271030565014,2.975206611570251,141715,319306,141715,110774.0,1235724.0,124145.0,118773.0,184709.0,590.09,0.09854542418169673
GAIL,142.4,False,False,-52.50355941203249,-0.9735744089012556,2.112676056338028,3761312,7919145,3761312,6419032.0,6368023.0,11146925.0,6472102.0,13347476.0,10545.59,0.3414138176638177
GAL,2.5,False,False,378.18019486821163,4.1666666666666705,2.0408163265306047,1724576,360654,1724576,53579.0,28188.0,180226.0,59153.0,118203.0,54.93,0.045024590163934425
GALAXYSURF,3060.9,False,False,33.84477433496065,-1.2772133526850478,2.5816993464052285,13434,10037,13434,13123.0,8772.0,8472.0,9538.0,6888.0,662.92,0.1570528310826818
GALLANTT,81.25,False,False,67.64747364338352,-2.927120669056156,6.054931335830224,95093,56722,95093,5515.0,19204.0,28543.0,118786.0,73193.0,136.45,0.03457055991892576
GALLISPAT,56.4,False,False,10.301716350496838,-1.3123359580052494,4.946043165467626,30526,27675,30526,5510.0,10259.0,22644.0,57364.0,39748.0,46.9,0.034308705193855156
GANDHITUBE,473.05,False,False,175.1774076755974,0.23307553766289285,4.656888984048817,19001,6905,19001,5680.0,2502.0,2480.0,3104.0,8666.0,310.04,0.06200800000000001
GANECOS,502.35,False,False,-81.88587719671503,-0.4360321078188462,2.8685258964143383,4257,23501,4257,11499.0,23314.0,21404.0,43930.0,36603.0,34.51,0.06535984848484848
GANESHHOUC,110.65,False,False,-23.196729619243893,-3.824424163407207,4.300091491308328,22733,29599,22733,22300.0,32750.0,33279.0,30000.0,36532.0,39.83,0.08332635983263598
GANGAFORGE,109.15,False,False,0.0,1.440520446096665,1.4828544949026823,14640,14640,14640,14640.0,14640.0,14640.0,14640.0,14640.0,55.58,0.2514932126696833
GANGESSECU,97.1,False,False,312.7218302330554,3.352847259180406,9.623655913978498,57909,14031,57909,597.0,4406.0,2661.0,7261.0,11357.0,157.51,0.039745142568761035
GARFIBRES,3501.25,False,False,0.8233841086867023,1.646078587914236,3.9856246501900077,14694,14574,14694,27412.0,12982.0,19020.0,5350.0,7991.0,954.52,0.1888269040553907
GATI,167.9,False,False,-41.84677387490616,-2.6666666666666634,4.04191616766467,397386,683343,397386,454156.0,2532856.0,355778.0,211801.0,148082.0,2073.16,0.1289840104523113
GAYAPROJ,42.25,False,False,200.39670079620748,-0.4711425206124919,5.896510228640199,2248238,748423,2248238,255522.0,878018.0,410219.0,483459.0,215084.0,1608.79,0.1694354923644023
GEECEE,182.95,False,False,57.04899699447823,-1.054624121146575,5.68468216185941,22469,14307,22469,3009.0,15610.0,13044.0,12131.0,19580.0,81.63,0.0409789156626506
GEEKAYWIRE,96.0,False,False,86.3191283960833,1.2658227848101298,3.430079155672823,27020,14502,27020,10094.0,13974.0,13064.0,10777.0,12086.0,41.26,0.04820093457943925
GENCON,49.65,False,False,22.308695652173913,-3.4046692607003894,8.256880733944962,28131,23000,28131,19322.0,71944.0,7870.0,8620.0,2114.0,24.78,0.02759465478841871
GENESYS,162.25,False,False,0.0,-0.3684372121584245,6.85534591194969,17982,17982,17982,17982.0,17982.0,17982.0,17982.0,17982.0,57.83,0.04546383647798742
GENUSPOWER,67.9,False,False,-32.335466957202684,-1.8076644974692695,3.4866468842729885,158990,234968,158990,555187.0,260197.0,199834.0,89905.0,145695.0,319.55,0.07455669622025199
GEOJITFSL,91.6,False,False,-27.63754728886217,-1.8746652383502946,3.5126234906695974,267215,369273,267215,931842.0,194275.0,376344.0,294301.0,151663.0,627.33,0.09440632054176074
GEPIL,325.6,False,False,-58.123606014821206,-0.6559877955758894,1.9498607242339692,29102,69495,29102,49029.0,205455.0,39384.0,35723.0,58282.0,213.27,0.06829010566762729
GESHIP,362.0,False,False,-44.90201291896711,-0.45373298501305576,1.371191135734069,140912,255748,140912,134390.0,117421.0,844006.0,171935.0,125824.0,771.89,0.12304957755459907
GET&D,135.5,False,False,-76.4913217257994,-0.9864815491413915,2.8953229398663742,34349,146112,34349,45955.0,339276.0,90636.0,134809.0,231651.0,106.91,0.0703818301514154
GFLLIMITED,68.6,True,True,142.06519482317114,3.469079939668171,7.357357357357366,279808,115592,279808,87928.0,48847.0,138082.0,79066.0,59824.0,395.2,0.055280458805427334
GFSTEELS,3.6,False,False,0.0,4.347826086956519,0.0,244,244,244,244.0,244.0,244.0,244.0,244.0,0.01,0.0033333333333333335
GHCL,304.65,False,False,58.66868150196326,1.2462612163509472,3.6565188616810103,394801,248821,394801,219010.0,279321.0,157860.0,167553.0,274381.0,2233.47,0.18951803139584217
GICHSGFIN,173.6,False,False,-46.04527142567313,-2.8539451594851677,4.790940766550523,130312,241521,130312,157271.0,302147.0,225100.0,302806.0,331493.0,546.61,0.09640388007054675
GICRE,173.75,False,False,-82.05891193786451,-0.42979942693409745,2.488425925925916,207709,1157728,207709,323402.0,350722.0,757539.0,2523791.0,2783206.0,725.07,0.06222708547888775
GILLETTE,6081.05,False,False,24.489144316730524,-0.02794788541366681,3.059972475999391,3899,3132,3899,2693.0,1571.0,2778.0,4629.0,3223.0,589.88,0.2529502572898799
GINNIFILA,40.05,False,False,210.54172982678185,-1.717791411042952,6.415094339622635,211010,67949,211010,50435.0,39566.0,48022.0,24758.0,33904.0,111.87,0.0653446261682243
GIPCL,98.45,False,False,120.11131751461073,1.286008230452675,3.485952133194598,940813,427426,940813,475587.0,615490.0,249571.0,94363.0,188733.0,1905.79,0.14481686930091184
GKWLIMITED,729.65,False,False,140.1174168297456,0.3093208688479516,4.596100278551532,1227,511,1227,120.0,276.0,130.0,855.0,461.0,12.91,0.05123015873015873
GLAND,4016.85,True,True,99.60257464652781,-3.131405696095688,5.837286587686139,405307,203057,405307,54081.0,358660.0,90120.0,84552.0,225627.0,29475.32,0.3370572562293451
GLAXO,1681.75,True,True,94.33107439275108,4.518193965383303,3.687768899815612,102086,52532,102086,36758.0,49466.0,30680.0,16040.0,80164.0,4395.69,0.26000768957766474
GLENMARK,649.9,True,True,84.51273410983322,-3.3318459021270237,4.581395348837202,1209016,655248,1209016,618758.0,375731.0,591301.0,498601.0,638085.0,21519.96,0.34482141998750176
GLOBAL,48.2,False,False,23.273346303501945,-2.8225806451612874,6.1394380853277895,5069,4112,5069,445.0,7579.0,1475.0,7353.0,2754.0,4.2,0.027450980392156862
GLOBALVECT,58.0,False,False,0.0,-3.09106098579783,6.567425569176883,11719,11719,11719,11719.0,11719.0,11719.0,11719.0,11719.0,11.63,0.034716417910447765
GMBREW,594.4,False,False,100.11668611435238,1.4421025684785274,2.712585034013613,27440,13712,27440,6785.0,24388.0,11600.0,5137.0,6924.0,387.14,0.11781497261107729
GMDCLTD,65.8,False,False,-74.97992739153273,-1.3493253373313427,2.8201219512195252,216264,864362,216264,1012884.0,557479.0,2553373.0,376652.0,469522.0,309.24,0.0884300829282242
GMMPFAUDLR,4572.35,False,False,-85.39559204417729,-0.10486875020480589,1.3942323501364717,5977,40926,5977,16917.0,27783.0,24114.0,46476.0,124292.0,609.48,0.19250789639924196
GMRINFRA,29.0,False,False,-44.28809282183694,-1.3605442176870701,3.3158813263525406,3122590,5604888,3122590,2425933.0,9326705.0,7830003.0,7225230.0,3698869.0,4514.14,0.13575136077947855
GNA,523.9,False,False,100.26332288401254,-0.6730495781590801,5.490196078431373,111797,55825,111797,44281.0,56791.0,32704.0,29637.0,59740.0,1205.12,0.14109823205713615
GNFC,364.6,False,False,-42.05195801470946,1.5174718084365992,3.0470914127423825,380714,656992,380714,323862.0,331109.0,1395009.0,903655.0,607605.0,2894.51,0.1718014007597341
GOACARBON,399.5,False,False,-37.17483741870936,1.5505846466700617,2.8556987616881506,20094,31984,20094,26224.0,22579.0,33967.0,35371.0,53670.0,125.51,0.08977825464949929
GOCLCORP,268.65,False,False,-61.10602826064857,-0.3708511032820323,1.641791044776111,3826,9837,3826,7153.0,18930.0,9843.0,15240.0,4032.0,16.23,0.048017751479289945
GODFRYPHLP,1044.0,False,False,17.80058651026393,0.4522274607909213,1.7738574128822713,24102,20460,24102,18882.0,23568.0,22248.0,16732.0,17232.0,476.02,0.13604458416690482
GODREJAGRO,649.5,False,False,-57.413295044698565,-0.2763703362505688,1.8193127040895554,49829,117006,49829,41589.0,390481.0,74031.0,44738.0,101370.0,1007.31,0.16312712550607286
GODREJCP,980.15,False,False,-44.489169474263775,1.0828649512710773,2.260327357755261,389172,701074,389172,565729.0,791052.0,954911.0,825730.0,679855.0,10266.33,0.3376860074995066
GODREJIND,547.2,False,False,-10.497254755572147,-1.307602128235188,4.372659176029966,172632,192879,172632,559715.0,75051.0,129444.0,137447.0,82989.0,1554.55,0.18849884806596337
GODREJPROP,1561.55,False,False,-73.26721991343112,0.4018517327846718,2.33160621761658,61946,231723,61946,330877.0,193357.0,567474.0,152993.0,83693.0,7554.77,0.3406118124436429
GOKEX,187.05,False,True,21.027829247434436,-3.656966263198555,5.474649406688244,135861,112256,135861,115649.0,90120.0,135622.0,42254.0,154031.0,413.34,0.06931745765554251
GOKUL,31.25,False,False,109.9429597243536,-4.287901990811634,8.789386401326697,72508,34537,72508,33541.0,14363.0,38549.0,22643.0,25619.0,43.26,0.04077285579641847
GOKULAGRO,41.75,False,False,84.61844861037943,1.3349514563106726,3.6855036855036856,143683,77827,143683,62602.0,187302.0,21636.0,24022.0,27719.0,81.26,0.04991400491400492
GOLDBEES,41.36,False,False,-68.60031291370802,0.14527845036320164,12.677878395860281,1586272,5051872,1586272,4524480.0,9114971.0,2729897.0,3963661.0,8391956.0,982.98,0.08341649694501019
GOLDIAM,576.15,False,False,-7.715857331308958,-1.9903036488900305,3.026086956521735,37077,40177,37077,29244.0,28441.0,54670.0,35939.0,55695.0,333.77,0.12066883586406363
GOLDSHARE,41.4,False,False,429.9127310061602,0.3636363636363602,0.9720534629404584,103227,19480,103227,1412.0,5745.0,1622.0,1580.0,3294.0,59.46,0.14467153284671533
GOLDTECH,13.3,False,False,0.0,4.72440944881891,3.90625,59092,59092,59092,59092.0,59092.0,59092.0,59092.0,59092.0,9.27,0.029522292993630572
GOODLUCK,225.5,False,False,-8.679706601466993,4.981378026070758,0.0,55278,60532,55278,55902.0,41392.0,102499.0,42877.0,65247.0,124.65,0.31397984886649877
GOODYEAR,1257.85,False,False,54.190850119494705,0.43115493632479246,1.6234155703946545,18065,11716,18065,8598.0,9959.0,13466.0,12469.0,7742.0,546.37,0.13046084049665713
GPPL,106.15,False,False,-59.41432408913776,-0.4688232536333802,1.9830028328611842,160908,396465,160908,131164.0,664145.0,197142.0,264210.0,961221.0,351.44,0.07086912684008873
GPTINFRA,94.25,False,False,70.90128755364807,-3.3333333333333335,4.25531914893617,39820,23300,39820,39839.0,10800.0,14533.0,14318.0,20493.0,66.78,0.02930232558139535
GRANULES,379.45,False,False,-16.46959141404632,-1.1720276077614273,2.513227513227513,709808,849760,709808,613915.0,1745505.0,782742.0,575821.0,670772.0,8719.45,0.32014429431634606
GRAPHITE,660.9,False,False,-7.873298649509318,1.512940634359884,3.9465648854961866,608975,661019,608975,1464813.0,456873.0,461752.0,400933.0,572773.0,9001.52,0.21711859909790396
GRASIM,1549.5,False,False,76.39722300081418,-2.0574570968047756,2.8346762450247516,925117,524451,925117,338624.0,664533.0,558617.0,300674.0,359141.0,22053.27,0.5644986817518622
GRAVITA,177.25,False,False,-38.154645494614556,-1.33593097689953,2.3282226007949998,211876,342590,211876,110416.0,148478.0,490369.0,707629.0,386777.0,616.75,0.23151276276276275
GREAVESCOT,168.95,False,False,-12.34708923475078,2.7051671732522724,5.571030640668524,1005229,1146829,1005229,563209.0,858700.0,2024725.0,1400728.0,1028387.0,6735.98,0.18279457259158752
GREENLAM,1353.15,False,False,-76.90361168622039,0.8083140877598254,3.1769818672261425,2008,8694,2008,571.0,1445.0,8863.0,3600.0,35677.0,56.39,0.0795345557122708
GREENPLY,194.25,False,False,-82.24240668274753,-0.10285420416558944,1.1597938144329898,50870,286469,50870,243382.0,371983.0,291584.0,268552.0,492446.0,194.85,0.06953961456102783
GREENPOWER,3.1,False,False,0.0,0.0,10.169491525423723,8675710,8675710,8675710,8675710.0,8675710.0,8675710.0,8675710.0,8675710.0,541.26,0.0960702875399361
GRINDWELL,1267.95,False,False,-19.466813079551002,1.9662243667068795,4.664209664209668,39603,49176,39603,171207.0,11341.0,37462.0,9182.0,26263.0,925.38,0.07436952503415575
GRINFRA,1730.1,False,False,0.0,-0.6460504780773538,2.4376088218224026,214347,214347,214347,214347.0,214347.0,214347.0,214347.0,214347.0,7324.55,0.27993693865851327
GROBTEA,1237.25,False,False,-8.695652173913043,-1.2017887087758488,2.911428688423894,294,322,294,151.0,435.0,305.0,361.0,389.0,6.02,0.03648484848484848
GRPLTD,938.45,False,False,135.2078239608802,1.6298462204895028,3.6294485194240673,962,409,962,306.0,597.0,191.0,251.0,147.0,11.49,0.06603448275862069
GRSE,203.05,False,False,-8.84609567979029,-0.7090464547677205,1.707920792079202,90411,99185,90411,56914.0,95577.0,113059.0,96472.0,142678.0,277.38,0.12812009237875288
GSCLCEMENT,50.85,False,False,-27.474980422141787,-1.8339768339768259,3.7549407114624476,117616,162173,117616,118737.0,427623.0,133386.0,82806.0,92875.0,126.98,0.05424177701836822
GSFC,117.85,False,True,2.222426590855505,3.060778312199388,3.7538192928852006,1656173,1620166,1656173,1911225.0,1447697.0,3670891.0,452031.0,582983.0,3639.04,0.2015195481227157
GSPL,338.35,False,False,-47.520819243602034,2.097163548581788,4.072055706933088,443077,844291,443077,342775.0,1607059.0,1158428.0,651141.0,863269.0,4684.63,0.22155836171017784
GSS,78.2,False,False,45.51480480841801,-1.8204645323289426,6.241956241956234,133034,91423,133034,59150.0,166903.0,68713.0,34784.0,85954.0,198.07,0.054579774042435934
GTPL,185.5,False,False,46.59970797752312,-0.5361930294906166,2.662320021733212,66266,45202,66266,30867.0,24053.0,73995.0,43976.0,32059.0,238.09,0.07330357142857143
GUFICBIO,181.85,False,False,69.82557443752991,0.6085753803596096,3.692307692307689,113525,66848,113525,21128.0,54907.0,112592.0,52508.0,46430.0,350.18,0.07942390564753912
GUJALKALI,466.8,False,False,16.755507783651773,0.6034482758620714,3.0659613516139577,159676,136761,159676,94251.0,360404.0,117828.0,45765.0,42644.0,2257.71,0.19170501825592257
GUJAPOLLO,240.05,False,False,94.0765007968833,0.5655634687892849,2.083333333333333,21919,11294,21919,678.0,13473.0,11954.0,5569.0,14173.0,81.11,0.0678744769874477
